Accession numbers      Start        End         Length       Prediction method
NC_007778.1         668002         682501         14499         MTGIpick
NC_007778.1         818002         831501         13499         MTGIpick
NC_007778.1         898002         918501         20499         MTGIpick
NC_007778.1         899002         918501         19499         MTGIpick
NC_007778.1         1055002         1068501         13499         MTGIpick
NC_007778.1         1056002         1093501         37499         MTGIpick
NC_007778.1         1075002         1094501         19499         MTGIpick
NC_007778.1         1075002         1119501         44499         MTGIpick
NC_007778.1         1109002         1125501         16499         MTGIpick
NC_007778.1         1428002         1453501         25499         MTGIpick
NC_007778.1         1429002         1453501         24499         MTGIpick
NC_007778.1         1430002         1452501         22499         MTGIpick
NC_007778.1         1431002         1451501         20499         MTGIpick
NC_007778.1         1431002         1450501         19499         MTGIpick
NC_007778.1         1431002         1449501         18499         MTGIpick
NC_007778.1         1514002         1545501         31499         MTGIpick
NC_007778.1         1562002         1576501         14499         MTGIpick
NC_007778.1         1711002         1745501         34499         MTGIpick
NC_007778.1         1712002         1745501         33499         MTGIpick
NC_007778.1         1712002         1730501         18499         MTGIpick
NC_007778.1         1731002         1745501         14499         MTGIpick
NC_007778.1         1782002         1796501         14499         MTGIpick
NC_007778.1         1844586         1869501         24915         MTGIpick
NC_007778.1         1844586         1868501         23915         MTGIpick
NC_007778.1         1844586         1865501         20915         MTGIpick
NC_007778.1         2136002         2152501         16499         MTGIpick
NC_007778.1         2136002         2153501         17499         MTGIpick
NC_007778.1         2253002         2268501         15499         MTGIpick
NC_007778.1         2254002         2268501         14499         MTGIpick
NC_007778.1         2341002         2367501         26499         MTGIpick
NC_007778.1         2342002         2358501         16499         MTGIpick
NC_007778.1         2342002         2367501         25499         MTGIpick
NC_007778.1         2342002         2359501         17499         MTGIpick
NC_007778.1         2342002         2366501         24499         MTGIpick
NC_007778.1         2343002         2365501         22499         MTGIpick
NC_007778.1         2478002         2550501         72499         MTGIpick
NC_007778.1         2478002         2522501         44499         MTGIpick
NC_007778.1         2497002         2550501         53499         MTGIpick
NC_007778.1         2498002         2544501         46499         MTGIpick
NC_007778.1         2524002         2537501         13499         MTGIpick
NC_007778.1         2575987         2591501         15514         MTGIpick
NC_007778.1         2575987         2590501         14514         MTGIpick
NC_007778.1         2616002         2663501         47499         MTGIpick
NC_007778.1         2616002         2662501         46499         MTGIpick
NC_007778.1         2617002         2663501         46499         MTGIpick
NC_007778.1         2618002         2663501         45499         MTGIpick
NC_007778.1         2619002         2641501         22499         MTGIpick
NC_007778.1         2619002         2663501         44499         MTGIpick
NC_007778.1         2644002         2663501         19499         MTGIpick
NC_007778.1         2670002         2703501         33499         MTGIpick
NC_007778.1         2882613         2912501         29888         MTGIpick
NC_007778.1         2882613         2907501         24888         MTGIpick
NC_007778.1         2882615         2912501         29886         MTGIpick
NC_007778.1         2953002         2969501         16499         MTGIpick
NC_007778.1         2958002         2971501         13499         MTGIpick
NC_007778.1         3314002         3334550         20548         MTGIpick
NC_007778.1         3314002         3335330         21328         MTGIpick
NC_007778.1         3315002         3334549         19547         MTGIpick
NC_007778.1         3457002         3503501         46499         MTGIpick
NC_007778.1         3457002         3508501         51499         MTGIpick
NC_007778.1         3457002         3510501         53499         MTGIpick
NC_007778.1         3458002         3508501         50499         MTGIpick
NC_007778.1         3459002         3512501         53499         MTGIpick
NC_007778.1         3459002         3511501         52499         MTGIpick
NC_007778.1         3459002         3509501         50499         MTGIpick
NC_007778.1         3541002         3581501         40499         MTGIpick
NC_007778.1         3566002         3580501         14499         MTGIpick
NC_007778.1         3689002         3702501         13499         MTGIpick
NC_007778.1         3756002         3804501         48499         MTGIpick
NC_007778.1         3779002         3806501         27499         MTGIpick
NC_007778.1         3779002         3804501         25499         MTGIpick
NC_007778.1         3780002         3804501         24499         MTGIpick
NC_007778.1         3781002         3804501         23499         MTGIpick
NC_007778.1         3959002         3980130         21128         MTGIpick
NC_007778.1         3959002         3985501         26499         MTGIpick
NC_007778.1         3960002         3980130         20128         MTGIpick
NC_007778.1         4032002         4048501         16499         MTGIpick
NC_007778.1         4033002         4048501         15499         MTGIpick
NC_007778.1         4337002         4355501         18499         MTGIpick
NC_007778.1         4338002         4355501         17499         MTGIpick
NC_007778.1         4522002         4564501         42499         MTGIpick
NC_007778.1         4523002         4562501         39499         MTGIpick
NC_007778.1         4525002         4542501         17499         MTGIpick
NC_007778.1         4547002         4563501         16499         MTGIpick
NC_007778.1         4548002         4563501         15499         MTGIpick
NC_007778.1         4548002         4562501         14499         MTGIpick
NC_007778.1         4671002         4685081         14079         MTGIpick
NC_007778.1         4860002         4883501         23499         MTGIpick
NC_007778.1         4861002         4875501         14499         MTGIpick
NC_007778.1         4972002         4985501         13499         MTGIpick
NC_007778.1         4991002         5004501         13499         MTGIpick
NC_007778.1         4991002         5005501         14499         MTGIpick
NC_007778.1         5078002         5112501         34499         MTGIpick
NC_007778.1         5099002         5112501         13499         MTGIpick
NC_007778.1         5240002         5253501         13499         MTGIpick
NC_007958.1         22002         56501         34499         MTGIpick
NC_007958.1         253002         267501         14499         MTGIpick
NC_007958.1         253002         268501         15499         MTGIpick
NC_007958.1         396002         421501         25499         MTGIpick
NC_007958.1         397002         419501         22499         MTGIpick
NC_007958.1         397002         420501         23499         MTGIpick
NC_007958.1         539002         552501         13499         MTGIpick
NC_007958.1         604002         619501         15499         MTGIpick
NC_007958.1         604002         620501         16499         MTGIpick
NC_007958.1         605002         619501         14499         MTGIpick
NC_007958.1         647002         664501         17499         MTGIpick
NC_007958.1         693002         726501         33499         MTGIpick
NC_007958.1         711002         726501         15499         MTGIpick
NC_007958.1         712002         725501         13499         MTGIpick
NC_007958.1         814002         849251         35249         MTGIpick
NC_007958.1         835636         849251         13615         MTGIpick
NC_007958.1         1063002         1083501         20499         MTGIpick
NC_007958.1         1064002         1082501         18499         MTGIpick
NC_007958.1         1065002         1079501         14499         MTGIpick
NC_007958.1         1065002         1080501         15499         MTGIpick
NC_007958.1         1166002         1181501         15499         MTGIpick
NC_007958.1         1166002         1233501         67499         MTGIpick
NC_007958.1         1167002         1181501         14499         MTGIpick
NC_007958.1         1192002         1216501         24499         MTGIpick
NC_007958.1         1192002         1230501         38499         MTGIpick
NC_007958.1         1314002         1332501         18499         MTGIpick
NC_007958.1         1314002         1333501         19499         MTGIpick
NC_007958.1         1522002         1536501         14499         MTGIpick
NC_007958.1         1655002         1690501         35499         MTGIpick
NC_007958.1         1655002         1691501         36499         MTGIpick
NC_007958.1         1656002         1690501         34499         MTGIpick
NC_007958.1         1657002         1680679         23677         MTGIpick
NC_007958.1         1657002         1680775         23773         MTGIpick
NC_007958.1         1658002         1680775         22773         MTGIpick
NC_007958.1         1663002         1680775         17773         MTGIpick
NC_007958.1         1724002         1738501         14499         MTGIpick
NC_007958.1         1737002         1760501         23499         MTGIpick
NC_007958.1         1739002         1760501         21499         MTGIpick
NC_007958.1         1747002         1772501         25499         MTGIpick
NC_007958.1         1770002         1797501         27499         MTGIpick
NC_007958.1         1873002         1889501         16499         MTGIpick
NC_007958.1         1873002         1890501         17499         MTGIpick
NC_007958.1         2155002         2173501         18499         MTGIpick
NC_007958.1         2158002         2173501         15499         MTGIpick
NC_007958.1         2196002         2235501         39499         MTGIpick
NC_007958.1         2197002         2214501         17499         MTGIpick
NC_007958.1         2197002         2235501         38499         MTGIpick
NC_007958.1         2197002         2234501         37499         MTGIpick
NC_007958.1         2198002         2215501         17499         MTGIpick
NC_007958.1         2201002         2215501         14499         MTGIpick
NC_007958.1         2216002         2235501         19499         MTGIpick
NC_007958.1         2368002         2423524         55522         MTGIpick
NC_007958.1         2368002         2432501         64499         MTGIpick
NC_007958.1         2369002         2432501         63499         MTGIpick
NC_007958.1         2531002         2564251         33249         MTGIpick
NC_007958.1         2531002         2564094         33092         MTGIpick
NC_007958.1         2532002         2564094         32092         MTGIpick
NC_007958.1         2597002         2613501         16499         MTGIpick
NC_007958.1         2597002         2614501         17499         MTGIpick
NC_007958.1         2600002         2613501         13499         MTGIpick
NC_007958.1         2626002         2694501         68499         MTGIpick
NC_007958.1         2627002         2656501         29499         MTGIpick
NC_007958.1         2627002         2669501         42499         MTGIpick
NC_007958.1         2627002         2693501         66499         MTGIpick
NC_007958.1         2657002         2674501         17499         MTGIpick
NC_007958.1         2657002         2692501         35499         MTGIpick
NC_007958.1         2679002         2692501         13499         MTGIpick
NC_007958.1         2802002         2824501         22499         MTGIpick
NC_007958.1         2802002         2825501         23499         MTGIpick
NC_007958.1         2803002         2825501         22499         MTGIpick
NC_007958.1         2803002         2824501         21499         MTGIpick
NC_007958.1         2850293         2861501         11208         MTGIpick
NC_007958.1         2850293         2862501         12208         MTGIpick
NC_007958.1         3040824         3056667         15843         MTGIpick
NC_007958.1         3041081         3056667         15586         MTGIpick
NC_007958.1         3196183         3208501         12318         MTGIpick
NC_007958.1         3196183         3218501         22318         MTGIpick
NC_007958.1         3196183         3219501         23318         MTGIpick
NC_007958.1         3196183         3222501         26318         MTGIpick
NC_007958.1         3196242         3220501         24259         MTGIpick
NC_007958.1         3454002         3467501         13499         MTGIpick
NC_007958.1         3478002         3491501         13499         MTGIpick
NC_007958.1         3478002         3492501         14499         MTGIpick
NC_007958.1         3509002         3548501         39499         MTGIpick
NC_007958.1         3511002         3547501         36499         MTGIpick
NC_007958.1         3511002         3546501         35499         MTGIpick
NC_007958.1         3512002         3547501         35499         MTGIpick
NC_007958.1         3761002         3775501         14499         MTGIpick
NC_007958.1         3762002         3775501         13499         MTGIpick
NC_007958.1         3807002         3821501         14499         MTGIpick
NC_007958.1         3808002         3821501         13499         MTGIpick
NC_007958.1         3863002         3876501         13499         MTGIpick
NC_007958.1         3940489         3960501         20012         MTGIpick
NC_007958.1         4043002         4076885         33883         MTGIpick
NC_007958.1         4043002         4085501         42499         MTGIpick
NC_007958.1         4046002         4085501         39499         MTGIpick
NC_007958.1         4047002         4085501         38499         MTGIpick
NC_007958.1         4153002         4167501         14499         MTGIpick
NC_007958.1         4153002         4189501         36499         MTGIpick
NC_007958.1         4154002         4167501         13499         MTGIpick
NC_007958.1         4278002         4299501         21499         MTGIpick
NC_007958.1         4279002         4299501         20499         MTGIpick
NC_007958.1         4280002         4297501         17499         MTGIpick
NC_007958.1         4282002         4298501         16499         MTGIpick
NC_007958.1         4282002         4297501         15499         MTGIpick
NC_007958.1         4283002         4297501         14499         MTGIpick
NC_007958.1         4377109         4390501         13392         MTGIpick
NC_007958.1         4377109         4398047         20938         MTGIpick
NC_007958.1         4377109         4401501         24392         MTGIpick
NC_007958.1         4764002         4784501         20499         MTGIpick
NC_007958.1         4767002         4784501         17499         MTGIpick
NC_007958.1         4770002         4783501         13499         MTGIpick
NC_008253.1         15644         31450         15806         MTGIpick
NC_008253.1         86988         112159         25171         MTGIpick
NC_008253.1         90971         108666         17695         MTGIpick
NC_008253.1         91313         108666         17353         MTGIpick
NC_008253.1         97240         109666         12426         MTGIpick
NC_008253.1         97240         108666         11426         MTGIpick
NC_008253.1         124743         136268         11525         MTGIpick
NC_008253.1         124743         139842         15099         MTGIpick
NC_008253.1         124743         139330         14587         MTGIpick
NC_008253.1         194537         216240         21703         MTGIpick
NC_008253.1         243314         271204         27890         MTGIpick
NC_008253.1         253125         271204         18079         MTGIpick
NC_008253.1         300910         320322         19412         MTGIpick
NC_008253.1         303699         367514         63815         MTGIpick
NC_008253.1         304629         320322         15693         MTGIpick
NC_008253.1         304629         408298         103669         MTGIpick
NC_008253.1         334068         371828         37760         MTGIpick
NC_008253.1         334068         388613         54545         MTGIpick
NC_008253.1         334068         408298         74230         MTGIpick
NC_008253.1         391921         408298         16377         MTGIpick
NC_008253.1         391936         408298         16362         MTGIpick
NC_008253.1         512587         531428         18841         MTGIpick
NC_008253.1         774315         795470         21155         MTGIpick
NC_008253.1         774315         792775         18460         MTGIpick
NC_008253.1         1080110         1096755         16645         MTGIpick
NC_008253.1         1080110         1100922         20812         MTGIpick
NC_008253.1         1187142         1252462         65320         MTGIpick
NC_008253.1         1187142         1247135         59993         MTGIpick
NC_008253.1         1207716         1225333         17617         MTGIpick
NC_008253.1         1207716         1247135         39419         MTGIpick
NC_008253.1         1229293         1252462         23169         MTGIpick
NC_008253.1         1534167         1548324         14157         MTGIpick
NC_008253.1         1534184         1550623         16439         MTGIpick
NC_008253.1         1534184         1548324         14140         MTGIpick
NC_008253.1         1534184         1554753         20569         MTGIpick
NC_008253.1         1938244         1971385         33141         MTGIpick
NC_008253.1         1938244         1999514         61270         MTGIpick
NC_008253.1         1972860         1999514         26654         MTGIpick
NC_008253.1         1978965         1999514         20549         MTGIpick
NC_008253.1         1978965         2016383         37418         MTGIpick
NC_008253.1         1978965         2025446         46481         MTGIpick
NC_008253.1         2021059         2049240         28181         MTGIpick
NC_008253.1         2025748         2041501         15753         MTGIpick
NC_008253.1         2025748         2102510         76762         MTGIpick
NC_008253.1         2025748         2049240         23492         MTGIpick
NC_008253.1         2025748         2083254         57506         MTGIpick
NC_008253.1         2049168         2117812         68644         MTGIpick
NC_008253.1         2049240         2101862         52622         MTGIpick
NC_008253.1         2054158         2088758         34600         MTGIpick
NC_008253.1         2065020         2088338         23318         MTGIpick
NC_008253.1         2065020         2093266         28246         MTGIpick
NC_008253.1         2065020         2102510         37490         MTGIpick
NC_008253.1         2140997         2160856         19859         MTGIpick
NC_008253.1         2140997         2165999         25002         MTGIpick
NC_008253.1         2140997         2168640         27643         MTGIpick
NC_008253.1         2225836         2245047         19211         MTGIpick
NC_008253.1         2418181         2436270         18089         MTGIpick
NC_008253.1         2495427         2519181         23754         MTGIpick
NC_008253.1         2495427         2522170         26743         MTGIpick
NC_008253.1         2500599         2519181         18582         MTGIpick
NC_008253.1         2503997         2519181         15184         MTGIpick
NC_008253.1         2503998         2522170         18172         MTGIpick
NC_008253.1         2573564         2587171         13607         MTGIpick
NC_008253.1         2729830         2743675         13845         MTGIpick
NC_008253.1         2834694         2850084         15390         MTGIpick
NC_008253.1         2942348         2959522         17174         MTGIpick
NC_008253.1         2942348         2965802         23454         MTGIpick
NC_008253.1         2942348         2967553         25205         MTGIpick
NC_008253.1         3128228         3176274         48046         MTGIpick
NC_008253.1         3128228         3139798         11570         MTGIpick
NC_008253.1         3128228         3197388         69160         MTGIpick
NC_008253.1         3145245         3176274         31029         MTGIpick
NC_008253.1         3416136         3428275         12139         MTGIpick
NC_008253.1         3416279         3428275         11996         MTGIpick
NC_008253.1         3548508         3562934         14426         MTGIpick
NC_008253.1         3549246         3562934         13688         MTGIpick
NC_008577.1         47822         61585         13763         MTGIpick
NC_008577.1         174249         192752         18503         MTGIpick
NC_008577.1         191053         256729         65676         MTGIpick
NC_008577.1         215967         256729         40762         MTGIpick
NC_008577.1         427264         442371         15107         MTGIpick
NC_008577.1         428484         442371         13887         MTGIpick
NC_008577.1         485648         504362         18714         MTGIpick
NC_008577.1         485648         504360         18712         MTGIpick
NC_008577.1         597709         610668         12959         MTGIpick
NC_008577.1         597709         632026         34317         MTGIpick
NC_008577.1         620244         632026         11782         MTGIpick
NC_008577.1         1019295         1036353         17058         MTGIpick
NC_008577.1         1193625         1222567         28942         MTGIpick
NC_008577.1         1450815         1550990         100175         MTGIpick
NC_008577.1         1458497         1503675         45178         MTGIpick
NC_008577.1         1458497         1550990         92493         MTGIpick
NC_008577.1         1475580         1503675         28095         MTGIpick
NC_008577.1         1512670         1529615         16945         MTGIpick
NC_008577.1         1512670         1550990         38320         MTGIpick
NC_008577.1         1512670         1543626         30956         MTGIpick
NC_008577.1         1538055         1550990         12935         MTGIpick
NC_008577.1         1538069         1553405         15336         MTGIpick
NC_008577.1         1538069         1550990         12921         MTGIpick
NC_008577.1         1583187         1612864         29677         MTGIpick
NC_008577.1         1586882         1612864         25982         MTGIpick
NC_008577.1         1587146         1612864         25718         MTGIpick
NC_008577.1         1806471         1821096         14625         MTGIpick
NC_008577.1         1892093         1907678         15585         MTGIpick
NC_008577.1         1892094         1907678         15584         MTGIpick
NC_008577.1         2007021         2018876         11855         MTGIpick
NC_008577.1         2114969         2144208         29239         MTGIpick
NC_008577.1         2114969         2147179         32210         MTGIpick
NC_008577.1         2114969         2151339         36370         MTGIpick
NC_008577.1         2114969         2167933         52964         MTGIpick
NC_008577.1         2114969         2174200         59231         MTGIpick
NC_008577.1         2114969         2175641         60672         MTGIpick
NC_008577.1         2125748         2147179         21431         MTGIpick
NC_008577.1         2125748         2174200         48452         MTGIpick
NC_008577.1         2155087         2174200         19113         MTGIpick
NC_008577.1         2406825         2448412         41587         MTGIpick
NC_008577.1         2406825         2450879         44054         MTGIpick
NC_008577.1         2406860         2450879         44019         MTGIpick
NC_008577.1         2406860         2448412         41552         MTGIpick
NC_008577.1         2407993         2448412         40419         MTGIpick
NC_008577.1         2512002         2532250         20248         MTGIpick
NC_008577.1         2512083         2532250         20167         MTGIpick
NC_008577.1         2512083         2527584         15501         MTGIpick
NC_008577.1         2606627         2631415         24788         MTGIpick
NC_008577.1         2611379         2631415         20036         MTGIpick
NC_008577.1         2611379         2645198         33819         MTGIpick
NC_008577.1         2802125         2839307         37182         MTGIpick
NC_008577.1         3123073         3156430         33357         MTGIpick
NC_008577.1         3124180         3156430         32250         MTGIpick
NC_008577.1         3190524         3203663         13139         MTGIpick
NC_008577.1         3385649         3398342         12693         MTGIpick
NC_008577.1         3385649         3404216         18567         MTGIpick
NC_008577.1         3389258         3404216         14958         MTGIpick
NC_008577.1         3540095         3564061         23966         MTGIpick
NC_008577.1         3543044         3559086         16042         MTGIpick
NC_008577.1         3546012         3559086         13074         MTGIpick
NC_008577.1         3742433         3762821         20388         MTGIpick
NC_008577.1         3742433         3777139         34706         MTGIpick
NC_008577.1         3742433         3759523         17090         MTGIpick
NC_008577.1         3742433         3777747         35314         MTGIpick
NC_008577.1         3759905         3777747         17842         MTGIpick
NC_008577.1         3955737         3970063         14326         MTGIpick
NC_008577.1         4188857         4202554         13697         MTGIpick
NC_008577.1         4477547         4488561         11014         MTGIpick
NC_008577.1         4477547         4496828         19281         MTGIpick
NC_008577.1         4477547         4504281         26734         MTGIpick
NC_008577.1         4538848         4557905         19057         MTGIpick
NC_008577.1         4538848         4571213         32365         MTGIpick
NC_008577.1         4538972         4552961         13989         MTGIpick
NC_008577.1         4538972         4557905         18933         MTGIpick
NC_008577.1         4617108         4645889         28781         MTGIpick
NC_009256.1         17002         32146         15144         MTGIpick
NC_009256.1         177002         207501         30499         MTGIpick
NC_009256.1         177002         206501         29499         MTGIpick
NC_009256.1         177002         223501         46499         MTGIpick
NC_009256.1         177002         224501         47499         MTGIpick
NC_009256.1         177002         225501         48499         MTGIpick
NC_009256.1         276002         301501         25499         MTGIpick
NC_009256.1         277002         301501         24499         MTGIpick
NC_009256.1         285385         301501         16116         MTGIpick
NC_009256.1         346582         365501         18919         MTGIpick
NC_009256.1         346582         385501         38919         MTGIpick
NC_009256.1         346582         384501         37919         MTGIpick
NC_009256.1         366002         385501         19499         MTGIpick
NC_009256.1         457002         474501         17499         MTGIpick
NC_009256.1         457002         491501         34499         MTGIpick
NC_009256.1         458002         474501         16499         MTGIpick
NC_009256.1         460002         474501         14499         MTGIpick
NC_009256.1         461002         474501         13499         MTGIpick
NC_009256.1         463002         476501         13499         MTGIpick
NC_009256.1         556002         574501         18499         MTGIpick
NC_009256.1         557002         574501         17499         MTGIpick
NC_009256.1         565666         574501         8835         MTGIpick
NC_009256.1         565666         573502         7836         MTGIpick
NC_009256.1         879002         898501         19499         MTGIpick
NC_009256.1         880002         898501         18499         MTGIpick
NC_009256.1         881002         897501         16499         MTGIpick
NC_009256.1         882002         896501         14499         MTGIpick
NC_009256.1         1248002         1298640         50638         MTGIpick
NC_009256.1         1249002         1298501         49499         MTGIpick
NC_009256.1         1249002         1298640         49638         MTGIpick
NC_009256.1         1368032         1420544         52512         MTGIpick
NC_009256.1         1397002         1420361         23359         MTGIpick
NC_009256.1         1397002         1420544         23542         MTGIpick
NC_009256.1         1403002         1420361         17359         MTGIpick
NC_009256.1         1710002         1724501         14499         MTGIpick
NC_009256.1         1781002         1804501         23499         MTGIpick
NC_009256.1         1782002         1802501         20499         MTGIpick
NC_009256.1         1782002         1803501         21499         MTGIpick
NC_009256.1         1783002         1801501         18499         MTGIpick
NC_009256.1         1783002         1800501         17499         MTGIpick
NC_009256.1         2176743         2352501         175758         MTGIpick
NC_009256.1         2176743         2396501         219758         MTGIpick
NC_009256.1         2176862         2214501         37639         MTGIpick
NC_009256.1         2176862         2223501         46639         MTGIpick
NC_009256.1         2176862         2225501         48639         MTGIpick
NC_009256.1         2176862         2228501         51639         MTGIpick
NC_009256.1         2179002         2194501         15499         MTGIpick
NC_009256.1         2197002         2214501         17499         MTGIpick
NC_009256.1         2247002         2261501         14499         MTGIpick
NC_009256.1         2247002         2293501         46499         MTGIpick
NC_009256.1         2251002         2265501         14499         MTGIpick
NC_009256.1         2251002         2281501         30499         MTGIpick
NC_009256.1         2251002         2292501         41499         MTGIpick
NC_009256.1         2251002         2291501         40499         MTGIpick
NC_009256.1         2264002         2291501         27499         MTGIpick
NC_009256.1         2281002         2294501         13499         MTGIpick
NC_009256.1         2305002         2353501         48499         MTGIpick
NC_009256.1         2305002         2359501         54499         MTGIpick
NC_009256.1         2305002         2352501         47499         MTGIpick
NC_009256.1         2305002         2350501         45499         MTGIpick
NC_009256.1         2305002         2349501         44499         MTGIpick
NC_009256.1         2358002         2396501         38499         MTGIpick
NC_009256.1         2372002         2396501         24499         MTGIpick
NC_009256.1         2372002         2388501         16499         MTGIpick
NC_009256.1         2373002         2388501         15499         MTGIpick
NC_009256.1         2517246         2528579         11333         MTGIpick
NC_009256.1         2715002         2744744         29742         MTGIpick
NC_009256.1         2717002         2744744         27742         MTGIpick
NC_009256.1         2718002         2744744         26742         MTGIpick
NC_009256.1         2719002         2744744         25742         MTGIpick
NC_009256.1         2727002         2744744         17742         MTGIpick
NC_009256.1         2898236         2922144         23908         MTGIpick
NC_009256.1         2952706         2982679         29973         MTGIpick
NC_009256.1         3051002         3067501         16499         MTGIpick
NC_009256.1         3052002         3066501         14499         MTGIpick
NC_009256.1         3052002         3067501         15499         MTGIpick
NC_009256.1         3546399         3610501         64102         MTGIpick
NC_009256.1         3546405         3611501         65096         MTGIpick
NC_009428.1         90002         113501         23499         MTGIpick
NC_009428.1         90002         114501         24499         MTGIpick
NC_009428.1         96002         111501         15499         MTGIpick
NC_009428.1         292002         308501         16499         MTGIpick
NC_009428.1         292002         309501         17499         MTGIpick
NC_009428.1         292002         310501         18499         MTGIpick
NC_009428.1         292002         311501         19499         MTGIpick
NC_009428.1         293002         308501         15499         MTGIpick
NC_009428.1         413002         438501         25499         MTGIpick
NC_009428.1         413002         440501         27499         MTGIpick
NC_009428.1         522002         540501         18499         MTGIpick
NC_009428.1         524002         540501         16499         MTGIpick
NC_009428.1         525002         540501         15499         MTGIpick
NC_009428.1         526002         539501         13499         MTGIpick
NC_009428.1         526002         540501         14499         MTGIpick
NC_009428.1         573002         591501         18499         MTGIpick
NC_009428.1         574002         590501         16499         MTGIpick
NC_009428.1         689002         702501         13499         MTGIpick
NC_009428.1         727002         763501         36499         MTGIpick
NC_009428.1         728002         762501         34499         MTGIpick
NC_009428.1         747002         762501         15499         MTGIpick
NC_009428.1         748002         762501         14499         MTGIpick
NC_009428.1         807002         820501         13499         MTGIpick
NC_009428.1         871002         885501         14499         MTGIpick
NC_009428.1         871002         886501         15499         MTGIpick
NC_009428.1         927002         945501         18499         MTGIpick
NC_009428.1         928002         945501         17499         MTGIpick
NC_009428.1         1018002         1031501         13499         MTGIpick
NC_009428.1         1018002         1032501         14499         MTGIpick
NC_009428.1         1082002         1110501         28499         MTGIpick
NC_009428.1         1097002         1110501         13499         MTGIpick
NC_009428.1         1153002         1171501         18499         MTGIpick
NC_009428.1         1154002         1170501         16499         MTGIpick
NC_009428.1         1239002         1258501         19499         MTGIpick
NC_009428.1         1325002         1347501         22499         MTGIpick
NC_009428.1         1326002         1347501         21499         MTGIpick
NC_009428.1         1327002         1347501         20499         MTGIpick
NC_009428.1         1378002         1402501         24499         MTGIpick
NC_009428.1         1379002         1401501         22499         MTGIpick
NC_009428.1         1382002         1401501         19499         MTGIpick
NC_009428.1         1382002         1400501         18499         MTGIpick
NC_009428.1         1382002         1399501         17499         MTGIpick
NC_009428.1         1383002         1400501         17499         MTGIpick
NC_009428.1         1383002         1399501         16499         MTGIpick
NC_009428.1         1441373         1462501         21128         MTGIpick
NC_009428.1         1441451         1462501         21050         MTGIpick
NC_009428.1         1551002         1565501         14499         MTGIpick
NC_009428.1         1552002         1565501         13499         MTGIpick
NC_009428.1         1764002         1867501         103499         MTGIpick
NC_009428.1         1767002         1801501         34499         MTGIpick
NC_009428.1         1767002         1809501         42499         MTGIpick
NC_009428.1         1767002         1904501         137499         MTGIpick
NC_009428.1         1768002         1808501         40499         MTGIpick
NC_009428.1         1768002         1801501         33499         MTGIpick
NC_009428.1         1782002         1807501         25499         MTGIpick
NC_009428.1         1808002         1826501         18499         MTGIpick
NC_009428.1         1811002         1826501         15499         MTGIpick
NC_009428.1         1811002         1829501         18499         MTGIpick
NC_009428.1         1811002         1850501         39499         MTGIpick
NC_009428.1         1811002         1868501         57499         MTGIpick
NC_009428.1         1811002         1892501         81499         MTGIpick
NC_009428.1         1814002         1843501         29499         MTGIpick
NC_009428.1         1828002         1844501         16499         MTGIpick
NC_009428.1         1830002         1844501         14499         MTGIpick
NC_009428.1         1853002         1868501         15499         MTGIpick
NC_009428.1         1854002         1868501         14499         MTGIpick
NC_009428.1         1879002         1892501         13499         MTGIpick
NC_009428.1         1882002         1904501         22499         MTGIpick
NC_009428.1         1889002         1903501         14499         MTGIpick
NC_009428.1         1971002         1986501         15499         MTGIpick
NC_009428.1         2027002         2049501         22499         MTGIpick
NC_009428.1         2028002         2047501         19499         MTGIpick
NC_009428.1         2029002         2046501         17499         MTGIpick
NC_009428.1         2029002         2045501         16499         MTGIpick
NC_009428.1         2030002         2046501         16499         MTGIpick
NC_009428.1         2120002         2139501         19499         MTGIpick
NC_009428.1         2120002         2175501         55499         MTGIpick
NC_009428.1         2121002         2138501         17499         MTGIpick
NC_009428.1         2152002         2175501         23499         MTGIpick
NC_009428.1         2153002         2173501         20499         MTGIpick
NC_009428.1         2154002         2174501         20499         MTGIpick
NC_009428.1         2313002         2326501         13499         MTGIpick
NC_009428.1         2313002         2327501         14499         MTGIpick
NC_009428.1         2541002         2588501         47499         MTGIpick
NC_009428.1         2542002         2588501         46499         MTGIpick
NC_009428.1         2543002         2588501         45499         MTGIpick
NC_009428.1         2544002         2588501         44499         MTGIpick
NC_009428.1         2552002         2588501         36499         MTGIpick
NC_009428.1         2636002         2650501         14499         MTGIpick
NC_009428.1         2741002         2758501         17499         MTGIpick
NC_009428.1         2742002         2755501         13499         MTGIpick
NC_009428.1         2742002         2758501         16499         MTGIpick
NC_009428.1         2743002         2757501         14499         MTGIpick
NC_009428.1         2855002         2869501         14499         MTGIpick
NC_009428.1         2856002         2869501         13499         MTGIpick
NC_009656.1         40002         57014         17012         MTGIpick
NC_009656.1         40002         147501         107499         MTGIpick
NC_009656.1         41002         57014         16012         MTGIpick
NC_009656.1         76256         148501         72245         MTGIpick
NC_009656.1         76256         147501         71245         MTGIpick
NC_009656.1         364363         376501         12138         MTGIpick
NC_009656.1         364404         376501         12097         MTGIpick
NC_009656.1         686063         718501         32438         MTGIpick
NC_009656.1         686063         719501         33438         MTGIpick
NC_009656.1         686063         742604         56541         MTGIpick
NC_009656.1         696002         719501         23499         MTGIpick
NC_009656.1         699002         719501         20499         MTGIpick
NC_009656.1         701002         719501         18499         MTGIpick
NC_009656.1         702002         719501         17499         MTGIpick
NC_009656.1         702002         717501         15499         MTGIpick
NC_009656.1         756002         769501         13499         MTGIpick
